,Day,Hi mean,H slope,H intercept,H SD,Lo mean,L slope,L intercept,L SD
185,186,80,-0.043405792068893626,83.4326446280992,7.593285401805815,59,0.01781720952843946,58.33154269972453,6.481124284319464
186,187,81,-0.04531217445655974,84.55440771349865,7.252117434440315,59,0.016615737203972518,58.66969696969699,6.392611062036875
187,188,81,-0.043700951454962174,83.95853994490362,7.0577400545692495,59,0.009222862698798764,58.51790633608817,6.221044973332383
188,189,81,-0.04890270157649858,84.76804407713502,7.5027119279970895,60,0.006358080422251462,59.81336088154272,5.80682854087162
189,190,82,-0.06457392874505175,86.52548209366392,7.811845490790815,60,0.011445239252725791,60.08567493112949,6.930305307319519
190,191,82,-0.05038197097020614,85.47272727272728,6.983729590383397,61,-0.00875408014445458,61.66253443526172,5.941303698335437
191,192,81,-0.05600736162233508,85.10743801652896,6.828588569297428,59,-0.010743801652892564,60.572589531680464,5.6311458799758185
192,193,81,-0.06287242169595124,85.02424242424244,6.761461894204442,59,-0.015306618515174794,60.41074380165292,5.809294204949846
193,194,82,-0.05154177373428722,85.3417355371901,6.537496886899334,60,-0.0016251128550593926,60.33002754820939,5.238405898605361
194,195,82,-0.038770053475935776,84.91515151515154,6.010209567695541,60,0.019786096256684475,59.38939393939395,5.311685758988467
195,196,82,-0.034485033682894774,84.34352617079895,6.205711429138218,61,0.01398708243628021,60.384435261708006,6.271428252394343
196,197,82,-0.024567678310993848,83.9701101928375,6.280549985729697,60,0.018483922494617666,59.47520661157025,6.409895842046293
197,198,82,-0.03706160150010429,84.91349862258957,6.204357147928188,60,0.018192235571914763,59.85922865013775,6.334241789481915
198,199,83,-0.02120633377317848,84.42011019283747,6.030727806090113,61,0.03550593791235501,58.92906336088156,6.238125975505344
199,200,83,-0.012764775331620227,84.32617079889809,5.991216727105474,61,0.029568025557330437,60.01570247933886,5.992239378822347
200,201,83,-0.030741718174873117,84.95413223140496,6.070402780373505,61,0.03998194319049913,58.97107438016532,6.210116441620671
201,202,82,-0.046926869921522646,85.40881542699728,6.67389663978574,60,0.029290228488089435,58.91556473829203,6.429312904639991
202,203,82,-0.03257517883186347,84.17988980716254,6.393268299689972,60,0.01513299534689901,59.98292011019286,5.8008740768975855
203,204,82,-0.04037433155080228,84.44393939393943,6.547044792744835,61,0.0058372109174247835,60.9443526170799,5.609709220183702
204,205,82,-0.03345023959997233,84.91528925619838,6.388227749658945,61,0.01393846794916321,60.370661157024806,5.290867349586868
205,206,82,-0.05559066601847346,85.3659779614325,6.830844323630095,60,0.0058198486005973105,60.403719008264474,5.362882079785147
206,207,81,-0.03387040766719944,83.99862258953173,6.127474061581178,60,0.023734287103271145,58.76280991735539,5.659323385040882
207,208,82,-0.07825543440516713,86.6895316804408,9.671871485871577,59,0.0044829502048755535,59.524931129476585,7.827870733736579
208,209,82,-0.07200847281061173,87.04283746556476,6.291244861294297,61,-0.011021598722133414,62.35578512396695,5.284510423886782
209,210,82,-0.07976942843253033,87.17961432506891,6.811672302145832,61,-0.013393291200777691,62.33856749311296,5.00570402931812
210,211,82,-0.060490311827210326,85.63250688705236,6.360240645166325,60,-0.016265018404055753,61.95110192837466,5.5518689915847155
211,212,81,-0.05922633516216403,85.04063360881544,6.5836355992021005,60,-0.0004965622612682922,60.37121212121215,5.913232324762038
212,213,81,-0.03873532884228076,83.79641873278239,6.8439948938059985,60,0.01876171956385859,59.40867768595042,6.158907602582041
213,214,81,-0.018855476074727325,83.02190082644628,6.269038230552952,59,0.06084450309049236,56.02975206611572,6.722157016760557
214,215,82,0.002760608375581407,81.84407713498628,6.104820843809752,60,0.04802069588165842,57.31776859504133,6.013517685846046
215,216,81,-0.008962427946385085,81.79159779614328,6.408366161725245,60,0.061802902979373624,56.489393939393956,5.85874815741288
216,217,81,-0.03406139315230247,83.86831955922867,6.485919893333952,59,0.03794707965830956,57.2421487603306,6.293921303778056
217,218,81,-0.05628168622821036,84.58209366391188,7.779236891279521,59,-0.00022571011875820502,59.77176308539947,6.046036041964047
218,219,81,-0.06985901798736016,85.7732782369146,7.106847607284494,60,-0.008990207653309268,60.57658402203859,6.400362165873251
219,220,81,-0.0785922633516214,86.26790633608816,7.003595515166193,60,-0.009955552468921668,61.35068870523419,5.705659630641166
